State,Year,Total_Resident_Population,Resident_Population_Density
AK,1910,64356.0,0.1
AK,1911,63424.0,0.1
AK,1912,62492.0,0.10000000000000002
AK,1913,61560.0,0.09999999999999999
AK,1914,60628.0,0.1
AK,1915,59696.0,0.1
AK,1916,58764.0,0.1
AK,1917,57832.0,0.1
AK,1918,56900.0,0.1
AK,1919,55968.0,0.1
AK,1920,55036.0,0.1
AK,1921,55460.0,0.1
AK,1922,55884.0,0.10000000000000002
AK,1923,56309.0,0.09999999999999999
AK,1924,56733.0,0.1
AK,1925,57157.0,0.1
AK,1926,57581.0,0.1
AK,1927,58005.0,0.1
AK,1928,58430.0,0.1
AK,1929,58854.0,0.1
AK,1930,59278.0,0.1
AK,1931,60603.0,0.1
AK,1932,61927.0,0.10000000000000002
AK,1933,63252.0,0.09999999999999999
AK,1934,64576.0,0.1
AK,1935,65901.0,0.1
AK,1936,67226.0,0.1
AK,1937,68550.0,0.1
AK,1938,69875.0,0.1
AK,1939,71199.0,0.1
AK,1940,72524.0,0.1
AK,1941,78136.0,0.11000000000000001
AK,1942,83748.0,0.12000000000000002
AK,1943,89360.0,0.13
AK,1944,94972.0,0.14
AK,1945,100584.0,0.15000000000000002
AK,1946,106195.0,0.16
AK,1947,111807.0,0.16999999999999998
AK,1948,117419.0,0.18000000000000002
AK,1949,123031.0,0.19000000000000003
AK,1950,128643.0,0.2
AK,1951,138395.0,0.22000000000000003
AK,1952,148148.0,0.24000000000000005
AK,1953,157900.0,0.26
AK,1954,167653.0,0.28
AK,1955,177405.0,0.30000000000000004
AK,1956,187157.0,0.32
AK,1957,196910.0,0.33999999999999997
AK,1958,206662.0,0.36000000000000004
AK,1959,216415.0,0.38000000000000006
AK,1960,226167.0,0.4
AK,1961,233589.0,0.41000000000000003
AK,1962,241010.0,0.42000000000000004
AK,1963,248432.0,0.42999999999999994
AK,1964,255853.0,0.44
AK,1965,263274.0,0.45
AK,1966,270696.0,0.46
AK,1967,278118.0,0.47
AK,1968,285539.0,0.48
AK,1969,292960.0,0.49
AK,1970,300382.0,0.5
AK,1971,310529.0,0.52
AK,1972,320676.0,0.54
AK,1973,330823.0,0.5599999999999999
AK,1974,340970.0,0.58
AK,1975,351116.0,0.6
AK,1976,361263.0,0.62
AK,1977,371410.0,0.6399999999999999
AK,1978,381557.0,0.6599999999999999
AK,1979,391704.0,0.6799999999999999
AK,1980,401851.0,0.7
AK,1981,416670.0,0.73
AK,1982,431489.0,0.76
AK,1983,446309.0,0.7899999999999999
AK,1984,461128.0,0.8200000000000001
AK,1985,475947.0,0.85
AK,1986,490766.0,0.8799999999999999
AK,1987,505585.0,0.9099999999999999
AK,1988,520405.0,0.94
AK,1989,535224.0,0.97
AK,1990,550043.0,1.0
AK,1991,557732.0,1.01
AK,1992,565421.0,1.02
AK,1993,573110.0,1.03
AK,1994,580799.0,1.04
AK,1995,588488.0,1.05
AK,1996,596176.0,1.06
AK,1997,603865.0,1.07
AK,1998,611554.0,1.08
AK,1999,619243.0,1.09
AK,2000,626932.0,1.1
AK,2001,635262.0,1.11
AK,2002,643592.0,1.12
AK,2003,651922.0,1.13
AK,2004,660252.0,1.1400000000000001
AK,2005,668582.0,1.15
AK,2006,676911.0,1.1600000000000001
AK,2007,685241.0,1.17
AK,2008,693571.0,1.18
AK,2009,701901.0,1.19
AK,2010,710231.0,1.2
AK,2011,712547.0,1.21
AK,2012,714863.0,1.22
AK,2013,717179.0,1.23
AK,2014,719495.0,1.24
AK,2015,721811.0,1.25
AK,2016,724127.0,1.26
AK,2017,726443.0,1.27
AK,2018,728759.0,1.28
AK,2019,731075.0,1.29
AK,2020,733391.0,1.3
AK,2021,731075.0,1.29
AK,2022,731075.0,1.29
AK,2023,731075.0,1.29
AL,1910,2138093.0,42.2
AL,1911,2159101.0,42.620000000000005
AL,1912,2180109.0,43.040000000000006
AL,1913,2201117.0,43.46
AL,1914,2222125.0,43.879999999999995
AL,1915,2243134.0,44.3
AL,1916,2264142.0,44.72
AL,1917,2285150.0,45.14
AL,1918,2306158.0,45.559999999999995
AL,1919,2327166.0,45.98
AL,1920,2348174.0,46.4
AL,1921,2377981.0,46.989999999999995
AL,1922,2407789.0,47.58
AL,1923,2437596.0,48.169999999999995
AL,1924,2467404.0,48.760000000000005
AL,1925,2497211.0,49.349999999999994
AL,1926,2527018.0,49.94
AL,1927,2556826.0,50.529999999999994
AL,1928,2586633.0,51.120000000000005
AL,1929,2616441.0,51.71
AL,1930,2646248.0,52.3
AL,1931,2664919.0,52.66
AL,1932,2683591.0,53.02
AL,1933,2702262.0,53.379999999999995
AL,1934,2720933.0,53.739999999999995
AL,1935,2739604.0,54.099999999999994
AL,1936,2758276.0,54.46
AL,1937,2776947.0,54.81999999999999
AL,1938,2795618.0,55.17999999999999
AL,1939,2814290.0,55.54
AL,1940,2832961.0,55.9
AL,1941,2855839.0,56.36
AL,1942,2878717.0,56.82
AL,1943,2901596.0,57.279999999999994
AL,1944,2924474.0,57.74
AL,1945,2947352.0,58.2
AL,1946,2970230.0,58.66
AL,1947,2993108.0,59.12
AL,1948,3015987.0,59.580000000000005
AL,1949,3038865.0,60.04
AL,1950,3061743.0,60.5
AL,1951,3082243.0,60.900000000000006
AL,1952,3102742.0,61.300000000000004
AL,1953,3123242.0,61.69999999999999
AL,1954,3143742.0,62.099999999999994
AL,1955,3164242.0,62.5
AL,1956,3184741.0,62.9
AL,1957,3205241.0,63.3
AL,1958,3225741.0,63.7
AL,1959,3246240.0,64.10000000000001
AL,1960,3266740.0,64.5
AL,1961,3284482.0,64.85000000000001
AL,1962,3302225.0,65.2
AL,1963,3319968.0,65.55
AL,1964,3337710.0,65.9
AL,1965,3355452.0,66.25
AL,1966,3373195.0,66.6
AL,1967,3390938.0,66.94999999999999
AL,1968,3408680.0,67.3
AL,1969,3426422.0,67.65
AL,1970,3444165.0,68.0
AL,1971,3489137.0,68.89
AL,1972,3534110.0,69.78
AL,1973,3579082.0,70.66999999999999
AL,1974,3624054.0,71.56
AL,1975,3669026.0,72.45
AL,1976,3713999.0,73.34
AL,1977,3758971.0,74.23
AL,1978,3803943.0,75.12
AL,1979,3848916.0,76.01
AL,1980,3893888.0,76.9
AL,1981,3908558.0,77.19000000000001
AL,1982,3923228.0,77.48000000000002
AL,1983,3937898.0,77.77
AL,1984,3952568.0,78.06
AL,1985,3967238.0,78.35
AL,1986,3981907.0,78.64
AL,1987,3996577.0,78.92999999999999
AL,1988,4011247.0,79.22
AL,1989,4025917.0,79.50999999999999
AL,1990,4040587.0,79.8
AL,1991,4081238.0,80.6
AL,1992,4121890.0,81.4
AL,1993,4162541.0,82.19999999999999
AL,1994,4203192.0,83.0
AL,1995,4243844.0,83.8
AL,1996,4284495.0,84.6
AL,1997,4325146.0,85.39999999999999
AL,1998,4365797.0,86.19999999999999
AL,1999,4406449.0,87.0
AL,2000,4447100.0,87.8
AL,2001,4480364.0,88.46
AL,2002,4513627.0,89.12
AL,2003,4546891.0,89.78
AL,2004,4580154.0,90.44
AL,2005,4613418.0,91.1
AL,2006,4646682.0,91.75999999999999
AL,2007,4679945.0,92.42
AL,2008,4713209.0,93.08000000000001
AL,2009,4746472.0,93.74000000000001
AL,2010,4779736.0,94.4
AL,2011,4804190.0,94.88000000000001
AL,2012,4828645.0,95.36000000000001
AL,2013,4853099.0,95.84
AL,2014,4877553.0,96.32000000000001
AL,2015,4902008.0,96.80000000000001
AL,2016,4926462.0,97.28
AL,2017,4950916.0,97.76
AL,2018,4975370.0,98.24000000000001
AL,2019,4999825.0,98.72
AL,2020,5024279.0,99.2
AL,2021,4999825.0,98.72
AL,2022,4999825.0,98.72
AL,2023,4999825.0,98.72
AR,1910,1574449.0,30.3
AR,1911,1592224.0,30.64
AR,1912,1610000.0,30.980000000000004
AR,1913,1627775.0,31.32
AR,1914,1645551.0,31.660000000000004
AR,1915,1663326.0,32.0
AR,1916,1681102.0,32.34
AR,1917,1698878.0,32.68
AR,1918,1716653.0,33.02
AR,1919,1734428.0,33.36
AR,1920,1752204.0,33.7
AR,1921,1762432.0,33.89
AR,1922,1772660.0,34.080000000000005
AR,1923,1782887.0,34.269999999999996
AR,1924,1793115.0,34.46000000000001
AR,1925,1803343.0,34.650000000000006
AR,1926,1813571.0,34.84
AR,1927,1823799.0,35.03
AR,1928,1834026.0,35.220000000000006
AR,1929,1844254.0,35.41
AR,1930,1854482.0,35.6
AR,1931,1863972.0,35.79
AR,1932,1873463.0,35.980000000000004
AR,1933,1882954.0,36.17
AR,1934,1892444.0,36.36
AR,1935,1901934.0,36.55
AR,1936,1911425.0,36.74
AR,1937,1920916.0,36.93
AR,1938,1930406.0,37.12
AR,1939,1939896.0,37.31
AR,1940,1949387.0,37.5
AR,1941,1945399.0,37.42
AR,1942,1941412.0,37.34
AR,1943,1937424.0,37.26
AR,1944,1933437.0,37.18
AR,1945,1929449.0,37.1
AR,1946,1925461.0,37.019999999999996
AR,1947,1921474.0,36.940000000000005
AR,1948,1917486.0,36.86
AR,1949,1913499.0,36.78
AR,1950,1909511.0,36.7
AR,1951,1897187.0,36.46
AR,1952,1884863.0,36.22
AR,1953,1872539.0,35.980000000000004
AR,1954,1860215.0,35.739999999999995
AR,1955,1847892.0,35.5
AR,1956,1835568.0,35.26
AR,1957,1823244.0,35.02
AR,1958,1810920.0,34.779999999999994
AR,1959,1798596.0,34.54
AR,1960,1786272.0,34.3
AR,1961,1799974.0,34.57
AR,1962,1813677.0,34.839999999999996
AR,1963,1827379.0,35.11
AR,1964,1841081.0,35.379999999999995
AR,1965,1854784.0,35.65
AR,1966,1868486.0,35.92
AR,1967,1882188.0,36.19
AR,1968,1895890.0,36.46
AR,1969,1909593.0,36.730000000000004
AR,1970,1923295.0,37.0
AR,1971,1959609.0,37.690000000000005
AR,1972,1995923.0,38.38
AR,1973,2032237.0,39.07
AR,1974,2068551.0,39.76
AR,1975,2104865.0,40.45
AR,1976,2141179.0,41.14
AR,1977,2177493.0,41.83
AR,1978,2213807.0,42.519999999999996
AR,1979,2250121.0,43.209999999999994
AR,1980,2286435.0,43.9
AR,1981,2292864.0,44.03
AR,1982,2299293.0,44.16
AR,1983,2305722.0,44.29
AR,1984,2312151.0,44.42
AR,1985,2318580.0,44.55
AR,1986,2325009.0,44.68
AR,1987,2331438.0,44.81
AR,1988,2337867.0,44.94
AR,1989,2344296.0,45.07000000000001
AR,1990,2350725.0,45.2
AR,1991,2382992.0,45.82000000000001
AR,1992,2415260.0,46.440000000000005
AR,1993,2447528.0,47.06
AR,1994,2479795.0,47.68000000000001
AR,1995,2512062.0,48.3
AR,1996,2544330.0,48.92
AR,1997,2576598.0,49.54
AR,1998,2608865.0,50.160000000000004
AR,1999,2641132.0,50.78
AR,2000,2673400.0,51.4
AR,2001,2697652.0,51.86
AR,2002,2721904.0,52.32000000000001
AR,2003,2746155.0,52.78
AR,2004,2770407.0,53.239999999999995
AR,2005,2794659.0,53.7
AR,2006,2818911.0,54.160000000000004
AR,2007,2843163.0,54.62
AR,2008,2867414.0,55.08
AR,2009,2891666.0,55.54
AR,2010,2915918.0,56.0
AR,2011,2925479.0,56.19
AR,2012,2935039.0,56.38
AR,2013,2944600.0,56.56999999999999
AR,2014,2954160.0,56.760000000000005
AR,2015,2963721.0,56.95
AR,2016,2973282.0,57.14
AR,2017,2982842.0,57.33
AR,2018,2992403.0,57.519999999999996
AR,2019,3001963.0,57.71
AR,2020,3011524.0,57.9
AR,2021,3001963.0,57.71
AR,2022,3001963.0,57.71
AR,2023,3001963.0,57.71
AZ,1910,204354.0,1.8
AZ,1911,217335.0,1.9100000000000001
AZ,1912,230316.0,2.02
AZ,1913,243296.0,2.13
AZ,1914,256277.0,2.24
AZ,1915,269258.0,2.35
AZ,1916,282239.0,2.46
AZ,1917,295220.0,2.57
AZ,1918,308200.0,2.6799999999999997
AZ,1919,321181.0,2.79
AZ,1920,334162.0,2.9
AZ,1921,344303.0,2.9899999999999998
AZ,1922,354444.0,3.08
AZ,1923,364585.0,3.17
AZ,1924,374726.0,3.26
AZ,1925,384868.0,3.3499999999999996
AZ,1926,395009.0,3.4399999999999995
AZ,1927,405150.0,3.53
AZ,1928,415291.0,3.62
AZ,1929,425432.0,3.71
AZ,1930,435573.0,3.8
AZ,1931,441942.0,3.86
AZ,1932,448311.0,3.92
AZ,1933,454679.0,3.9799999999999995
AZ,1934,461048.0,4.04
AZ,1935,467417.0,4.1
AZ,1936,473786.0,4.16
AZ,1937,480155.0,4.220000000000001
AZ,1938,486523.0,4.28
AZ,1939,492892.0,4.34
AZ,1940,499261.0,4.4
AZ,1941,524294.0,4.62
AZ,1942,549326.0,4.840000000000001
AZ,1943,574359.0,5.06
AZ,1944,599391.0,5.28
AZ,1945,624424.0,5.5
AZ,1946,649457.0,5.72
AZ,1947,674489.0,5.9399999999999995
AZ,1948,699522.0,6.16
AZ,1949,724554.0,6.379999999999999
AZ,1950,749587.0,6.6
AZ,1951,804844.0,7.09
AZ,1952,860102.0,7.58
AZ,1953,915359.0,8.069999999999999
AZ,1954,970617.0,8.56
AZ,1955,1025874.0,9.05
AZ,1956,1081131.0,9.54
AZ,1957,1136389.0,10.03
AZ,1958,1191646.0,10.520000000000001
AZ,1959,1246904.0,11.01
AZ,1960,1302161.0,11.5
AZ,1961,1349035.0,11.91
AZ,1962,1395909.0,12.32
AZ,1963,1442783.0,12.729999999999999
AZ,1964,1489657.0,13.14
AZ,1965,1536530.0,13.55
AZ,1966,1583404.0,13.96
AZ,1967,1630278.0,14.370000000000001
AZ,1968,1677152.0,14.78
AZ,1969,1724026.0,15.19
AZ,1970,1770900.0,15.6
AZ,1971,1865632.0,16.43
AZ,1972,1960363.0,17.26
AZ,1973,2055094.0,18.09
AZ,1974,2149826.0,18.92
AZ,1975,2244558.0,19.75
AZ,1976,2339289.0,20.58
AZ,1977,2434020.0,21.409999999999997
AZ,1978,2528752.0,22.240000000000002
AZ,1979,2623484.0,23.069999999999997
AZ,1980,2718215.0,23.9
AZ,1981,2812916.0,24.74
AZ,1982,2907618.0,25.580000000000002
AZ,1983,3002319.0,26.419999999999995
AZ,1984,3097020.0,27.259999999999998
AZ,1985,3191722.0,28.099999999999998
AZ,1986,3286423.0,28.939999999999998
AZ,1987,3381124.0,29.779999999999998
AZ,1988,3475825.0,30.619999999999997
AZ,1989,3570527.0,31.459999999999997
AZ,1990,3665228.0,32.3
AZ,1991,3811768.0,33.589999999999996
AZ,1992,3958309.0,34.88
AZ,1993,4104849.0,36.169999999999995
AZ,1994,4251390.0,37.46
AZ,1995,4397930.0,38.75
AZ,1996,4544470.0,40.04
AZ,1997,4691011.0,41.33
AZ,1998,4837551.0,42.620000000000005
AZ,1999,4984092.0,43.910000000000004
AZ,2000,5130632.0,45.2
AZ,2001,5256770.0,46.31000000000001
AZ,2002,5382909.0,47.42
AZ,2003,5509048.0,48.53
AZ,2004,5635186.0,49.64
AZ,2005,5761324.0,50.75
AZ,2006,5887463.0,51.86
AZ,2007,6013602.0,52.97
AZ,2008,6139740.0,54.08
AZ,2009,6265878.0,55.19
AZ,2010,6392017.0,56.3
AZ,2011,6467966.0,56.96
AZ,2012,6543914.0,57.62
AZ,2013,6619862.0,58.279999999999994
AZ,2014,6695811.0,58.94
AZ,2015,6771760.0,59.599999999999994
AZ,2016,6847708.0,60.25999999999999
AZ,2017,6923656.0,60.919999999999995
AZ,2018,6999605.0,61.58
AZ,2019,7075554.0,62.239999999999995
AZ,2020,7151502.0,62.9
AZ,2021,7075554.0,62.239999999999995
AZ,2022,7075554.0,62.239999999999995
AZ,2023,7075554.0,62.239999999999995
CA,1910,2377549.0,15.3
CA,1911,2482480.0,15.970000000000002
CA,1912,2587411.0,16.64
CA,1913,2692343.0,17.31
CA,1914,2797274.0,17.98
CA,1915,2902205.0,18.65
CA,1916,3007136.0,19.32
CA,1917,3112067.0,19.99
CA,1918,3216999.0,20.66
CA,1919,3321930.0,21.330000000000002
CA,1920,3426861.0,22.0
CA,1921,3651900.0,23.44
CA,1922,3876939.0,24.880000000000003
CA,1923,4101978.0,26.32
CA,1924,4327017.0,27.759999999999998
CA,1925,4552056.0,29.2
CA,1926,4777095.0,30.64
CA,1927,5002134.0,32.08
CA,1928,5227173.0,33.519999999999996
CA,1929,5452212.0,34.959999999999994
CA,1930,5677251.0,36.4
CA,1931,5800265.0,37.19
CA,1932,5923278.0,37.980000000000004
CA,1933,6046292.0,38.769999999999996
CA,1934,6169305.0,39.56
CA,1935,6292319.0,40.349999999999994
CA,1936,6415333.0,41.14
CA,1937,6538346.0,41.92999999999999
CA,1938,6661360.0,42.72
CA,1939,6784373.0,43.51
CA,1940,6907387.0,44.3
CA,1941,7275271.0,46.67
CA,1942,7643154.0,49.04
CA,1943,8011038.0,51.41
CA,1944,8378921.0,53.78
CA,1945,8746805.0,56.15
CA,1946,9114689.0,58.519999999999996
CA,1947,9482572.0,60.88999999999999
CA,1948,9850456.0,63.260000000000005
CA,1949,10218339.0,65.63
CA,1950,10586223.0,68.0
CA,1951,11099321.0,71.29
CA,1952,11612419.0,74.58000000000001
CA,1953,12125517.0,77.86999999999999
CA,1954,12638615.0,81.16
CA,1955,13151714.0,84.45
CA,1956,13664812.0,87.74000000000001
CA,1957,14177910.0,91.03
CA,1958,14691008.0,94.32000000000001
CA,1959,15204106.0,97.61
CA,1960,15717204.0,100.9
CA,1961,16140797.0,103.62
CA,1962,16564390.0,106.34000000000002
CA,1963,16987983.0,109.06
CA,1964,17411576.0,111.78
CA,1965,17835169.0,114.5
CA,1966,18258762.0,117.22
CA,1967,18682355.0,119.94
CA,1968,19105948.0,122.66
CA,1969,19529541.0,125.38
CA,1970,19953134.0,128.1
CA,1971,20324611.0,130.48
CA,1972,20696088.0,132.86
CA,1973,21067564.0,135.23999999999998
CA,1974,21439041.0,137.62
CA,1975,21810518.0,140.0
CA,1976,22181995.0,142.38
CA,1977,22553472.0,144.76
CA,1978,22924948.0,147.14000000000001
CA,1979,23296425.0,149.52
CA,1980,23667902.0,151.9
CA,1981,24277114.0,155.81
CA,1982,24886326.0,159.72000000000003
CA,1983,25495538.0,163.63
CA,1984,26104750.0,167.54000000000002
CA,1985,26713962.0,171.45
CA,1986,27323173.0,175.36
CA,1987,27932385.0,179.26999999999998
CA,1988,28541597.0,183.18
CA,1989,29150809.0,187.09
CA,1990,29760021.0,191.0
CA,1991,30171184.0,193.64000000000001
CA,1992,30582346.0,196.28000000000003
CA,1993,30993509.0,198.92
CA,1994,31404672.0,201.56
CA,1995,31815834.0,204.2
CA,1996,32226997.0,206.84
CA,1997,32638160.0,209.48000000000002
CA,1998,33049323.0,212.12
CA,1999,33460485.0,214.76
CA,2000,33871648.0,217.4
CA,2001,34209879.0,219.57
CA,2002,34548110.0,221.74
CA,2003,34886340.0,223.91
CA,2004,35224571.0,226.07999999999998
CA,2005,35562802.0,228.25
CA,2006,35901033.0,230.42
CA,2007,36239264.0,232.58999999999997
CA,2008,36577494.0,234.76
CA,2009,36915725.0,236.93
CA,2010,37253956.0,239.1
CA,2011,37482383.0,240.56
CA,2012,37710809.0,242.02
CA,2013,37939236.0,243.47999999999996
CA,2014,38167663.0,244.94
CA,2015,38396090.0,246.39999999999998
CA,2016,38624516.0,247.86
CA,2017,38852943.0,249.32
CA,2018,39081370.0,250.78
CA,2019,39309796.0,252.23999999999998
CA,2020,39538223.0,253.7
CA,2021,39309796.0,252.23999999999998
CA,2022,39309796.0,252.23999999999998
CA,2023,39309796.0,252.23999999999998
CO,1910,799024.0,7.7
CO,1911,813084.0,7.840000000000001
CO,1912,827145.0,7.98
CO,1913,841206.0,8.12
CO,1914,855266.0,8.26
CO,1915,869326.0,8.4
CO,1916,883387.0,8.54
CO,1917,897448.0,8.68
CO,1918,911508.0,8.82
CO,1919,925568.0,8.959999999999999
CO,1920,939629.0,9.1
CO,1921,949245.0,9.19
CO,1922,958861.0,9.280000000000001
CO,1923,968478.0,9.37
CO,1924,978094.0,9.46
CO,1925,987710.0,9.55
CO,1926,997326.0,9.64
CO,1927,1006942.0,9.73
CO,1928,1016559.0,9.82
CO,1929,1026175.0,9.91
CO,1930,1035791.0,10.0
CO,1931,1044542.0,10.08
CO,1932,1053292.0,10.16
CO,1933,1062042.0,10.24
CO,1934,1070793.0,10.32
CO,1935,1079544.0,10.4
CO,1936,1088294.0,10.48
CO,1937,1097044.0,10.56
CO,1938,1105795.0,10.64
CO,1939,1114546.0,10.72
CO,1940,1123296.0,10.8
CO,1941,1143475.0,11.0
CO,1942,1163655.0,11.200000000000001
CO,1943,1183834.0,11.399999999999999
CO,1944,1204013.0,11.600000000000001
CO,1945,1224192.0,11.8
CO,1946,1244372.0,12.0
CO,1947,1264551.0,12.2
CO,1948,1284730.0,12.400000000000002
CO,1949,1304910.0,12.600000000000001
CO,1950,1325089.0,12.8
CO,1951,1367975.0,13.21
CO,1952,1410861.0,13.620000000000001
CO,1953,1453746.0,14.029999999999998
CO,1954,1496632.0,14.44
CO,1955,1539518.0,14.85
CO,1956,1582404.0,15.26
CO,1957,1625290.0,15.669999999999998
CO,1958,1668175.0,16.08
CO,1959,1711061.0,16.49
CO,1960,1753947.0,16.9
CO,1961,1799278.0,17.34
CO,1962,1844609.0,17.78
CO,1963,1889941.0,18.22
CO,1964,1935272.0,18.66
CO,1965,1980603.0,19.1
CO,1966,2025934.0,19.54
CO,1967,2071265.0,19.98
CO,1968,2116597.0,20.42
CO,1969,2161928.0,20.86
CO,1970,2207259.0,21.3
CO,1971,2275530.0,21.96
CO,1972,2343800.0,22.620000000000005
CO,1973,2412070.0,23.28
CO,1974,2480341.0,23.939999999999998
CO,1975,2548612.0,24.6
CO,1976,2616882.0,25.259999999999998
CO,1977,2685152.0,25.919999999999998
CO,1978,2753423.0,26.58
CO,1979,2821694.0,27.24
CO,1980,2889964.0,27.9
CO,1981,2930407.0,28.29
CO,1982,2970850.0,28.68
CO,1983,3011293.0,29.069999999999997
CO,1984,3051736.0,29.46
CO,1985,3092179.0,29.85
CO,1986,3132622.0,30.24
CO,1987,3173065.0,30.63
CO,1988,3213508.0,31.02
CO,1989,3253951.0,31.41
CO,1990,3294394.0,31.8
CO,1991,3395081.0,32.77
CO,1992,3495767.0,33.74
CO,1993,3596454.0,34.709999999999994
CO,1994,3697141.0,35.68
CO,1995,3797828.0,36.65
CO,1996,3898514.0,37.62
CO,1997,3999201.0,38.589999999999996
CO,1998,4099888.0,39.56
CO,1999,4200574.0,40.53
CO,2000,4301261.0,41.5
CO,2001,4374054.0,42.2
CO,2002,4446848.0,42.900000000000006
CO,2003,4519642.0,43.599999999999994
CO,2004,4592435.0,44.3
CO,2005,4665228.0,45.0
CO,2006,4738022.0,45.7
CO,2007,4810816.0,46.4
CO,2008,4883609.0,47.1
CO,2009,4956402.0,47.8
CO,2010,5029196.0,48.5
CO,2011,5103648.0,49.22
CO,2012,5178100.0,49.940000000000005
CO,2013,5252551.0,50.66
CO,2014,5327003.0,51.379999999999995
CO,2015,5401455.0,52.1
CO,2016,5475907.0,52.82000000000001
CO,2017,5550359.0,53.540000000000006
CO,2018,5624810.0,54.26
CO,2019,5699262.0,54.980000000000004
CO,2020,5773714.0,55.7
CO,2021,5699262.0,54.980000000000004
CO,2022,5699262.0,54.980000000000004
CO,2023,5699262.0,54.980000000000004
CT,1910,1114756.0,230.2
CT,1911,1141344.0,235.69
CT,1912,1167931.0,241.18
CT,1913,1194518.0,246.67
CT,1914,1221106.0,252.16
CT,1915,1247694.0,257.65
CT,1916,1274281.0,263.14
CT,1917,1300868.0,268.63
CT,1918,1327456.0,274.12
CT,1919,1354044.0,279.61
CT,1920,1380631.0,285.1
CT,1921,1403258.0,289.77000000000004
CT,1922,1425885.0,294.44000000000005
CT,1923,1448513.0,299.11
CT,1924,1471140.0,303.78
CT,1925,1493767.0,308.45000000000005
CT,1926,1516394.0,313.12
CT,1927,1539021.0,317.79
CT,1928,1561649.0,322.46
CT,1929,1584276.0,327.13
CT,1930,1606903.0,331.8
CT,1931,1617137.0,333.92
CT,1932,1627371.0,336.04
CT,1933,1637605.0,338.15999999999997
CT,1934,1647839.0,340.28000000000003
CT,1935,1658072.0,342.4
CT,1936,1668306.0,344.52
CT,1937,1678540.0,346.64
CT,1938,1688774.0,348.76
CT,1939,1699008.0,350.88
CT,1940,1709242.0,353.0
CT,1941,1739046.0,359.15
CT,1942,1768850.0,365.30000000000007
CT,1943,1798653.0,371.45
CT,1944,1828457.0,377.6
CT,1945,1858261.0,383.75
CT,1946,1888065.0,389.9
CT,1947,1917869.0,396.05
CT,1948,1947672.0,402.2
CT,1949,1977476.0,408.35
CT,1950,2007280.0,414.5
CT,1951,2060075.0,425.41
CT,1952,2112871.0,436.32000000000005
CT,1953,2165666.0,447.23
CT,1954,2218462.0,458.14
CT,1955,2271257.0,469.05
CT,1956,2324052.0,479.96000000000004
CT,1957,2376848.0,490.87
CT,1958,2429643.0,501.78000000000003
CT,1959,2482439.0,512.69
CT,1960,2535234.0,523.6
CT,1961,2584882.0,533.85
CT,1962,2634529.0,544.1
CT,1963,2684176.0,554.35
CT,1964,2733824.0,564.6
CT,1965,2783472.0,574.85
CT,1966,2833119.0,585.1
CT,1967,2882766.0,595.35
CT,1968,2932414.0,605.6
CT,1969,2982062.0,615.85
CT,1970,3031709.0,626.1
CT,1971,3039296.0,627.66
CT,1972,3046882.0,629.22
CT,1973,3054469.0,630.78
CT,1974,3062056.0,632.34
CT,1975,3069642.0,633.9000000000001
CT,1976,3077229.0,635.46
CT,1977,3084816.0,637.02
CT,1978,3092403.0,638.5799999999999
CT,1979,3099989.0,640.1400000000001
CT,1980,3107576.0,641.7
CT,1981,3125530.0,645.4100000000001
CT,1982,3143484.0,649.12
CT,1983,3161438.0,652.8299999999999
CT,1984,3179392.0,656.54
CT,1985,3197346.0,660.25
CT,1986,3215300.0,663.96
CT,1987,3233254.0,667.67
CT,1988,3251208.0,671.3799999999999
CT,1989,3269162.0,675.0899999999999
CT,1990,3287116.0,678.8
CT,1991,3298961.0,681.25
CT,1992,3310806.0,683.6999999999999
CT,1993,3322651.0,686.1499999999999
CT,1994,3334496.0,688.5999999999999
CT,1995,3346340.0,691.05
CT,1996,3358185.0,693.5
CT,1997,3370030.0,695.9499999999999
CT,1998,3381875.0,698.4
CT,1999,3393720.0,700.85
CT,2000,3405565.0,703.3
CT,2001,3422418.0,706.78
CT,2002,3439271.0,710.26
CT,2003,3456125.0,713.74
CT,2004,3472978.0,717.22
CT,2005,3489831.0,720.7
CT,2006,3506684.0,724.1800000000001
CT,2007,3523537.0,727.66
CT,2008,3540391.0,731.14
CT,2009,3557244.0,734.6200000000001
CT,2010,3574097.0,738.1
CT,2011,3577282.0,738.7600000000001
CT,2012,3580466.0,739.4200000000001
CT,2013,3583651.0,740.0799999999999
CT,2014,3586836.0,740.74
CT,2015,3590020.0,741.4000000000001
CT,2016,3593205.0,742.06
CT,2017,3596390.0,742.72
CT,2018,3599575.0,743.3800000000001
CT,2019,3602759.0,744.04
CT,2020,3605944.0,744.7
CT,2021,3602759.0,744.04
CT,2022,3602759.0,744.04
CT,2023,3602759.0,744.04
DC,1910,331069.0,5423.1
DC,1911,341719.0,5597.550000000001
DC,1912,352369.0,5772.000000000001
DC,1913,363020.0,5946.450000000001
DC,1914,373670.0,6120.900000000001
DC,1915,384320.0,6295.35
DC,1916,394970.0,6469.800000000001
DC,1917,405620.0,6644.25
DC,1918,416271.0,6818.700000000001
DC,1919,426921.0,6993.15
DC,1920,437571.0,7167.6
DC,1921,442501.0,7248.35
DC,1922,447431.0,7329.100000000001
DC,1923,452360.0,7409.85
DC,1924,457290.0,7490.6
DC,1925,462220.0,7571.35
DC,1926,467150.0,7652.1
DC,1927,472080.0,7732.85
